province,county,township,name,votes
استان آذربايجان شرقي,آذرشهر,بخش حومه,روحاني,13295
استان آذربايجان شرقي,آذرشهر,بخش حومه,ولايتي,4375
استان آذربايجان شرقي,آذرشهر,بخش حومه,جليلي,4001
استان آذربايجان شرقي,آذرشهر,بخش حومه,قاليباف,3910
استان آذربايجان شرقي,آذرشهر,بخش حومه,رضائي ميرقائد,3469
استان آذربايجان شرقي,آذرشهر,بخش حومه,غرضي,678
استان آذربايجان شرقي,آذرشهر,بخش گوگان,روحاني,7740
استان آذربايجان شرقي,آذرشهر,بخش گوگان,قاليباف,1630
استان آذربايجان شرقي,آذرشهر,بخش گوگان,ولايتي,1540
استان آذربايجان شرقي,آذرشهر,بخش گوگان,رضائي ميرقائد,1480
استان آذربايجان شرقي,آذرشهر,بخش گوگان,جليلي,1364
استان آذربايجان شرقي,آذرشهر,بخش گوگان,غرضي,287
استان آذربايجان شرقي,آذرشهر,بخش ممقان,روحاني,2189
استان آذربايجان شرقي,آذرشهر,بخش ممقان,قاليباف,657
استان آذربايجان شرقي,آذرشهر,بخش ممقان,ولايتي,587
استان آذربايجان شرقي,آذرشهر,بخش ممقان,جليلي,490
استان آذربايجان شرقي,آذرشهر,بخش ممقان,رضائي ميرقائد,460
استان آذربايجان شرقي,آذرشهر,بخش ممقان,غرضي,85
استان آذربايجان شرقي,اسكو,بخش ايلخچي,روحاني,8725
استان آذربايجان شرقي,اسكو,بخش ايلخچي,ولايتي,2742
استان آذربايجان شرقي,اسكو,بخش ايلخچي,رضائي ميرقائد,2180
استان آذربايجان شرقي,اسكو,بخش ايلخچي,قاليباف,1580
استان آذربايجان شرقي,اسكو,بخش ايلخچي,جليلي,1464
استان آذربايجان شرقي,اسكو,بخش ايلخچي,غرضي,305
استان آذربايجان شرقي,اسكو,بخش مركزي شهرستان اسكو,روحاني,22943
استان آذربايجان شرقي,اسكو,بخش مركزي شهرستان اسكو,رضائي ميرقائد,5082
استان آذربايجان شرقي,اسكو,بخش مركزي شهرستان اسكو,قاليباف,4991
استان آذربايجان شرقي,اسكو,بخش مركزي شهرستان اسكو,جليلي,4875
استان آذربايجان شرقي,اسكو,بخش مركزي شهرستان اسكو,ولايتي,4678
استان آذربايجان شرقي,اسكو,بخش مركزي شهرستان اسكو,غرضي,769
استان آذربايجان شرقي,اهر,بخش مركزي شهرستان اهر,روحاني,42037
استان آذربايجان شرقي,اهر,بخش مركزي شهرستان اهر,رضائي ميرقائد,8115
استان آذربايجان شرقي,اهر,بخش مركزي شهرستان اهر,قاليباف,7371
استان آذربايجان شرقي,اهر,بخش مركزي شهرستان اهر,جليلي,5177
استان آذربايجان شرقي,اهر,بخش مركزي شهرستان اهر,ولايتي,4216
استان آذربايجان شرقي,اهر,بخش مركزي شهرستان اهر,غرضي,819
استان آذربايجان شرقي,اهر,بخش هوراند,روحاني,7512
استان آذربايجان شرقي,اهر,بخش هوراند,قاليباف,1729
استان آذربايجان شرقي,اهر,بخش هوراند,رضائي ميرقائد,1277
استان آذربايجان شرقي,اهر,بخش هوراند,جليلي,1243
استان آذربايجان شرقي,اهر,بخش هوراند,ولايتي,894
استان آذربايجان شرقي,اهر,بخش هوراند,غرضي,93
استان آذربايجان شرقي,بستان آباد,بخش تيكمه داش,روحاني,7334
استان آذربايجان شرقي,بستان آباد,بخش تيكمه داش,رضائي ميرقائد,2013
استان آذربايجان شرقي,بستان آباد,بخش تيكمه داش,جليلي,1604
استان آذربايجان شرقي,بستان آباد,بخش تيكمه داش,قاليباف,1447
استان آذربايجان شرقي,بستان آباد,بخش تيكمه داش,ولايتي,1111
استان آذربايجان شرقي,بستان آباد,بخش تيكمه داش,غرضي,183
استان آذربايجان شرقي,بستان آباد,بخش مركزي شهرستان بستان آباد,روحاني,19702
استان آذربايجان شرقي,بستان آباد,بخش مركزي شهرستان بستان آباد,رضائي ميرقائد,5742
استان آذربايجان شرقي,بستان آباد,بخش مركزي شهرستان بستان آباد,ولايتي,5071
استان آذربايجان شرقي,بستان آباد,بخش مركزي شهرستان بستان آباد,جليلي,3967
استان آذربايجان شرقي,بستان آباد,بخش مركزي شهرستان بستان آباد,قاليباف,3250
استان آذربايجان شرقي,بستان آباد,بخش مركزي شهرستان بستان آباد,غرضي,542
استان آذربايجان شرقي,بناب,بخش مركزي شهرستان بناب,روحاني,41736
استان آذربايجان شرقي,بناب,بخش مركزي شهرستان بناب,قاليباف,7434
استان آذربايجان شرقي,بناب,بخش مركزي شهرستان بناب,جليلي,7416
استان آذربايجان شرقي,بناب,بخش مركزي شهرستان بناب,ولايتي,5167
استان آذربايجان شرقي,بناب,بخش مركزي شهرستان بناب,رضائي ميرقائد,5019
استان آذربايجان شرقي,بناب,بخش مركزي شهرستان بناب,غرضي,926
استان آذربايجان شرقي,تبريز,بخش خسروشاه,روحاني,10340
استان آذربايجان شرقي,تبريز,بخش خسروشاه,ولايتي,3480
استان آذربايجان شرقي,تبريز,بخش خسروشاه,رضائي ميرقائد,2776
استان آذربايجان شرقي,تبريز,بخش خسروشاه,قاليباف,2069
استان آذربايجان شرقي,تبريز,بخش خسروشاه,جليلي,1971
استان آذربايجان شرقي,تبريز,بخش خسروشاه,غرضي,306
استان آذربايجان شرقي,تبريز,بخش مركزي شهرستان تبريز,روحاني,372705
استان آذربايجان شرقي,تبريز,بخش مركزي شهرستان تبريز,رضائي ميرقائد,89027
استان آذربايجان شرقي,تبريز,بخش مركزي شهرستان تبريز,ولايتي,66367
استان آذربايجان شرقي,تبريز,بخش مركزي شهرستان تبريز,جليلي,65779
استان آذربايجان شرقي,تبريز,بخش مركزي شهرستان تبريز,قاليباف,62811
استان آذربايجان شرقي,تبريز,بخش مركزي شهرستان تبريز,غرضي,10455
استان آذربايجان شرقي,جلفا,بخش سيه رود,روحاني,3044
استان آذربايجان شرقي,جلفا,بخش سيه رود,قاليباف,922
استان آذربايجان شرقي,جلفا,بخش سيه رود,جليلي,680
استان آذربايجان شرقي,جلفا,بخش سيه رود,رضائي ميرقائد,528
استان آذربايجان شرقي,جلفا,بخش سيه رود,ولايتي,400
استان آذربايجان شرقي,جلفا,بخش سيه رود,غرضي,61
استان آذربايجان شرقي,جلفا,بخش مركزي شهرستان جلفا,روحاني,19712
استان آذربايجان شرقي,جلفا,بخش مركزي شهرستان جلفا,قاليباف,4494
استان آذربايجان شرقي,جلفا,بخش مركزي شهرستان جلفا,جليلي,2619
استان آذربايجان شرقي,جلفا,بخش مركزي شهرستان جلفا,ولايتي,1959
استان آذربايجان شرقي,جلفا,بخش مركزي شهرستان جلفا,رضائي ميرقائد,1891
استان آذربايجان شرقي,جلفا,بخش مركزي شهرستان جلفا,غرضي,301
استان آذربايجان شرقي,چاراويماق,بخش شاديان,روحاني,3117
استان آذربايجان شرقي,چاراويماق,بخش شاديان,قاليباف,755
استان آذربايجان شرقي,چاراويماق,بخش شاديان,جليلي,700
استان آذربايجان شرقي,چاراويماق,بخش شاديان,رضائي ميرقائد,634
استان آذربايجان شرقي,چاراويماق,بخش شاديان,ولايتي,206
استان آذربايجان شرقي,چاراويماق,بخش شاديان,غرضي,100
استان آذربايجان شرقي,چاراويماق,بخش مركزي شهرستان چاراويماق,روحاني,7349
استان آذربايجان شرقي,چاراويماق,بخش مركزي شهرستان چاراويماق,قاليباف,1387
استان آذربايجان شرقي,چاراويماق,بخش مركزي شهرستان چاراويماق,جليلي,1101
استان آذربايجان شرقي,چاراويماق,بخش مركزي شهرستان چاراويماق,رضائي ميرقائد,818
استان آذربايجان شرقي,چاراويماق,بخش مركزي شهرستان چاراويماق,ولايتي,568
استان آذربايجان شرقي,چاراويماق,بخش مركزي شهرستان چاراويماق,غرضي,106
استان آذربايجان شرقي,خدا آفرين,بخش گرمادوز,روحاني,4200
استان آذربايجان شرقي,خدا آفرين,بخش گرمادوز,قاليباف,750
استان آذربايجان شرقي,خدا آفرين,بخش گرمادوز,رضائي ميرقائد,743
استان آذربايجان شرقي,خدا آفرين,بخش گرمادوز,ولايتي,488
استان آذربايجان شرقي,خدا آفرين,بخش گرمادوز,جليلي,192
استان آذربايجان شرقي,خدا آفرين,بخش گرمادوز,غرضي,42
استان آذربايجان شرقي,خدا آفرين,بخش مركزي شهرستان خدا آفرين,روحاني,3751
استان آذربايجان شرقي,خدا آفرين,بخش مركزي شهرستان خدا آفرين,قاليباف,908
استان آذربايجان شرقي,خدا آفرين,بخش مركزي شهرستان خدا آفرين,رضائي ميرقائد,412
استان آذربايجان شرقي,خدا آفرين,بخش مركزي شهرستان خدا آفرين,جليلي,283
استان آذربايجان شرقي,خدا آفرين,بخش مركزي شهرستان خدا آفرين,ولايتي,274
استان آذربايجان شرقي,خدا آفرين,بخش مركزي شهرستان خدا آفرين,غرضي,61
استان آذربايجان شرقي,خدا آفرين,بخش منجوان,روحاني,5078
استان آذربايجان شرقي,خدا آفرين,بخش منجوان,قاليباف,1405
استان آذربايجان شرقي,خدا آفرين,بخش منجوان,رضائي ميرقائد,675
استان آذربايجان شرقي,خدا آفرين,بخش منجوان,جليلي,395
استان آذربايجان شرقي,خدا آفرين,بخش منجوان,ولايتي,369
استان آذربايجان شرقي,خدا آفرين,بخش منجوان,غرضي,47
استان آذربايجان شرقي,سراب,بخش مركزي شهرستان سراب,روحاني,30874
استان آذربايجان شرقي,سراب,بخش مركزي شهرستان سراب,قاليباف,6959
استان آذربايجان شرقي,سراب,بخش مركزي شهرستان سراب,جليلي,6393
استان آذربايجان شرقي,سراب,بخش مركزي شهرستان سراب,ولايتي,5357
استان آذربايجان شرقي,سراب,بخش مركزي شهرستان سراب,رضائي ميرقائد,4634
استان آذربايجان شرقي,سراب,بخش مركزي شهرستان سراب,غرضي,814
استان آذربايجان شرقي,سراب,بخش مهربان,روحاني,8555
استان آذربايجان شرقي,سراب,بخش مهربان,ولايتي,2368
استان آذربايجان شرقي,سراب,بخش مهربان,قاليباف,2165
استان آذربايجان شرقي,سراب,بخش مهربان,رضائي ميرقائد,1911
استان آذربايجان شرقي,سراب,بخش مهربان,جليلي,1823
استان آذربايجان شرقي,سراب,بخش مهربان,غرضي,298
استان آذربايجان شرقي,شبستر,بخش تسوج,روحاني,6764
استان آذربايجان شرقي,شبستر,بخش تسوج,جليلي,1754
استان آذربايجان شرقي,شبستر,بخش تسوج,قاليباف,1135
استان آذربايجان شرقي,شبستر,بخش تسوج,ولايتي,1004
استان آذربايجان شرقي,شبستر,بخش تسوج,رضائي ميرقائد,893
استان آذربايجان شرقي,شبستر,بخش تسوج,غرضي,106
استان آذربايجان شرقي,شبستر,بخش صوفيان,روحاني,12550
استان آذربايجان شرقي,شبستر,بخش صوفيان,رضائي ميرقائد,2717
استان آذربايجان شرقي,شبستر,بخش صوفيان,قاليباف,2309
استان آذربايجان شرقي,شبستر,بخش صوفيان,جليلي,2085
استان آذربايجان شرقي,شبستر,بخش صوفيان,ولايتي,1736
استان آذربايجان شرقي,شبستر,بخش صوفيان,غرضي,302
استان آذربايجان شرقي,شبستر,بخش مركزي شهرستان شبستر,روحاني,25403
استان آذربايجان شرقي,شبستر,بخش مركزي شهرستان شبستر,جليلي,4305
استان آذربايجان شرقي,شبستر,بخش مركزي شهرستان شبستر,قاليباف,4153
استان آذربايجان شرقي,شبستر,بخش مركزي شهرستان شبستر,رضائي ميرقائد,2764
استان آذربايجان شرقي,شبستر,بخش مركزي شهرستان شبستر,ولايتي,2614
استان آذربايجان شرقي,شبستر,بخش مركزي شهرستان شبستر,غرضي,501
استان آذربايجان شرقي,عجب شير,بخش قلعه چاي,روحاني,5397
استان آذربايجان شرقي,عجب شير,بخش قلعه چاي,جليلي,1624
استان آذربايجان شرقي,عجب شير,بخش قلعه چاي,قاليباف,1001
استان آذربايجان شرقي,عجب شير,بخش قلعه چاي,رضائي ميرقائد,831
استان آذربايجان شرقي,عجب شير,بخش قلعه چاي,ولايتي,812
استان آذربايجان شرقي,عجب شير,بخش قلعه چاي,غرضي,95
استان آذربايجان شرقي,عجب شير,بخش مركزي شهرستان عجب شير,روحاني,17783
استان آذربايجان شرقي,عجب شير,بخش مركزي شهرستان عجب شير,قاليباف,5120
استان آذربايجان شرقي,عجب شير,بخش مركزي شهرستان عجب شير,جليلي,4196
استان آذربايجان شرقي,عجب شير,بخش مركزي شهرستان عجب شير,ولايتي,2453
استان آذربايجان شرقي,عجب شير,بخش مركزي شهرستان عجب شير,رضائي ميرقائد,2213
استان آذربايجان شرقي,عجب شير,بخش مركزي شهرستان عجب شير,غرضي,471
استان آذربايجان شرقي,كليبر,بخش آبش احمد,روحاني,8485
استان آذربايجان شرقي,كليبر,بخش آبش احمد,رضائي ميرقائد,1280
استان آذربايجان شرقي,كليبر,بخش آبش احمد,قاليباف,1138
استان آذربايجان شرقي,كليبر,بخش آبش احمد,ولايتي,1127
استان آذربايجان شرقي,كليبر,بخش آبش احمد,جليلي,1023
استان آذربايجان شرقي,كليبر,بخش آبش احمد,غرضي,96
استان آذربايجان شرقي,كليبر,بخش مركزي شهرستان كليبر,روحاني,9656
استان آذربايجان شرقي,كليبر,بخش مركزي شهرستان كليبر,قاليباف,1848
استان آذربايجان شرقي,كليبر,بخش مركزي شهرستان كليبر,ولايتي,1598
استان آذربايجان شرقي,كليبر,بخش مركزي شهرستان كليبر,جليلي,1530
استان آذربايجان شرقي,كليبر,بخش مركزي شهرستان كليبر,رضائي ميرقائد,1488
استان آذربايجان شرقي,كليبر,بخش مركزي شهرستان كليبر,غرضي,112
استان آذربايجان شرقي,مراغه,بخش سراجو,روحاني,8406
استان آذربايجان شرقي,مراغه,بخش سراجو,قاليباف,1493
استان آذربايجان شرقي,مراغه,بخش سراجو,جليلي,1472
استان آذربايجان شرقي,مراغه,بخش سراجو,رضائي ميرقائد,1269
استان آذربايجان شرقي,مراغه,بخش سراجو,ولايتي,763
استان آذربايجان شرقي,مراغه,بخش سراجو,غرضي,128
استان آذربايجان شرقي,مراغه,بخش مركزي شهرستان مراغه,روحاني,65842
استان آذربايجان شرقي,مراغه,بخش مركزي شهرستان مراغه,جليلي,16368
استان آذربايجان شرقي,مراغه,بخش مركزي شهرستان مراغه,قاليباف,12074
استان آذربايجان شرقي,مراغه,بخش مركزي شهرستان مراغه,رضائي ميرقائد,11892
استان آذربايجان شرقي,مراغه,بخش مركزي شهرستان مراغه,ولايتي,9341
استان آذربايجان شرقي,مراغه,بخش مركزي شهرستان مراغه,غرضي,1646
استان آذربايجان شرقي,مرند,بخش مركزي شهرستان مرند,روحاني,84873
استان آذربايجان شرقي,مرند,بخش مركزي شهرستان مرند,جليلي,12782
استان آذربايجان شرقي,مرند,بخش مركزي شهرستان مرند,رضائي ميرقائد,7661
استان آذربايجان شرقي,مرند,بخش مركزي شهرستان مرند,قاليباف,7053
استان آذربايجان شرقي,مرند,بخش مركزي شهرستان مرند,ولايتي,6913
استان آذربايجان شرقي,مرند,بخش مركزي شهرستان مرند,غرضي,1211
استان آذربايجان شرقي,مرند,بخش يامچي,روحاني,11273
استان آذربايجان شرقي,مرند,بخش يامچي,جليلي,1767
استان آذربايجان شرقي,مرند,بخش يامچي,ولايتي,1716
استان آذربايجان شرقي,مرند,بخش يامچي,رضائي ميرقائد,1381
استان آذربايجان شرقي,مرند,بخش يامچي,قاليباف,807
استان آذربايجان شرقي,مرند,بخش يامچي,غرضي,165
استان آذربايجان شرقي,ملكان,بخش ليلان,روحاني,7486
استان آذربايجان شرقي,ملكان,بخش ليلان,رضائي ميرقائد,2223
استان آذربايجان شرقي,ملكان,بخش ليلان,ولايتي,2104
استان آذربايجان شرقي,ملكان,بخش ليلان,قاليباف,1371
استان آذربايجان شرقي,ملكان,بخش ليلان,جليلي,1198
استان آذربايجان شرقي,ملكان,بخش ليلان,غرضي,237
استان آذربايجان شرقي,ملكان,بخش مركزي شهرستان ملكان,روحاني,25367
استان آذربايجان شرقي,ملكان,بخش مركزي شهرستان ملكان,رضائي ميرقائد,5248
استان آذربايجان شرقي,ملكان,بخش مركزي شهرستان ملكان,جليلي,4246
استان آذربايجان شرقي,ملكان,بخش مركزي شهرستان ملكان,قاليباف,4053
استان آذربايجان شرقي,ملكان,بخش مركزي شهرستان ملكان,ولايتي,3812
استان آذربايجان شرقي,ملكان,بخش مركزي شهرستان ملكان,غرضي,433
استان آذربايجان شرقي,ميانه,بخش تركمانچاي,روحاني,7114
استان آذربايجان شرقي,ميانه,بخش تركمانچاي,قاليباف,2221
استان آذربايجان شرقي,ميانه,بخش تركمانچاي,جليلي,1170
استان آذربايجان شرقي,ميانه,بخش تركمانچاي,رضائي ميرقائد,1153
استان آذربايجان شرقي,ميانه,بخش تركمانچاي,ولايتي,993
استان آذربايجان شرقي,ميانه,بخش تركمانچاي,غرضي,170
استان آذربايجان شرقي,ميانه,بخش كاغذكنان,روحاني,3382
استان آذربايجان شرقي,ميانه,بخش كاغذكنان,قاليباف,1006
استان آذربايجان شرقي,ميانه,بخش كاغذكنان,رضائي ميرقائد,793
استان آذربايجان شرقي,ميانه,بخش كاغذكنان,جليلي,633
استان آذربايجان شرقي,ميانه,بخش كاغذكنان,ولايتي,550
استان آذربايجان شرقي,ميانه,بخش كاغذكنان,غرضي,79
استان آذربايجان شرقي,ميانه,بخش كندوان,روحاني,6832
استان آذربايجان شرقي,ميانه,بخش كندوان,قاليباف,2460
استان آذربايجان شرقي,ميانه,بخش كندوان,جليلي,1471
استان آذربايجان شرقي,ميانه,بخش كندوان,رضائي ميرقائد,1354
استان آذربايجان شرقي,ميانه,بخش كندوان,ولايتي,965
استان آذربايجان شرقي,ميانه,بخش كندوان,غرضي,163
استان آذربايجان شرقي,ميانه,بخش مركزي شهرستان ميانه,روحاني,38912
استان آذربايجان شرقي,ميانه,بخش مركزي شهرستان ميانه,قاليباف,7362
استان آذربايجان شرقي,ميانه,بخش مركزي شهرستان ميانه,جليلي,6247
استان آذربايجان شرقي,ميانه,بخش مركزي شهرستان ميانه,رضائي ميرقائد,5877
استان آذربايجان شرقي,ميانه,بخش مركزي شهرستان ميانه,ولايتي,4412
استان آذربايجان شرقي,ميانه,بخش مركزي شهرستان ميانه,غرضي,755
استان آذربايجان شرقي,ورزقان,بخش خاروانا,روحاني,4046
استان آذربايجان شرقي,ورزقان,بخش خاروانا,ولايتي,1101
استان آذربايجان شرقي,ورزقان,بخش خاروانا,رضائي ميرقائد,1015
استان آذربايجان شرقي,ورزقان,بخش خاروانا,جليلي,958
استان آذربايجان شرقي,ورزقان,بخش خاروانا,قاليباف,712
استان آذربايجان شرقي,ورزقان,بخش خاروانا,غرضي,146
استان آذربايجان شرقي,ورزقان,بخش مركزي شهرستان ورزقان,روحاني,12286
استان آذربايجان شرقي,ورزقان,بخش مركزي شهرستان ورزقان,رضائي ميرقائد,3137
استان آذربايجان شرقي,ورزقان,بخش مركزي شهرستان ورزقان,ولايتي,2857
استان آذربايجان شرقي,ورزقان,بخش مركزي شهرستان ورزقان,قاليباف,2735
استان آذربايجان شرقي,ورزقان,بخش مركزي شهرستان ورزقان,جليلي,1770
استان آذربايجان شرقي,ورزقان,بخش مركزي شهرستان ورزقان,غرضي,175
استان آذربايجان شرقي,هريس,بخش خواجه,روحاني,10435
استان آذربايجان شرقي,هريس,بخش خواجه,رضائي ميرقائد,3018
استان آذربايجان شرقي,هريس,بخش خواجه,جليلي,1857
استان آذربايجان شرقي,هريس,بخش خواجه,ولايتي,1599
استان آذربايجان شرقي,هريس,بخش خواجه,قاليباف,1559
استان آذربايجان شرقي,هريس,بخش خواجه,غرضي,194
استان آذربايجان شرقي,هريس,بخش مركزي شهرستان هريس,روحاني,14345
استان آذربايجان شرقي,هريس,بخش مركزي شهرستان هريس,قاليباف,3516
استان آذربايجان شرقي,هريس,بخش مركزي شهرستان هريس,جليلي,2719
استان آذربايجان شرقي,هريس,بخش مركزي شهرستان هريس,ولايتي,2212
استان آذربايجان شرقي,هريس,بخش مركزي شهرستان هريس,رضائي ميرقائد,1812
استان آذربايجان شرقي,هريس,بخش مركزي شهرستان هريس,غرضي,277
استان آذربايجان شرقي,هشترود,بخش مركزي شهرستان هشترود,روحاني,17771
استان آذربايجان شرقي,هشترود,بخش مركزي شهرستان هشترود,قاليباف,2489
استان آذربايجان شرقي,هشترود,بخش مركزي شهرستان هشترود,رضائي ميرقائد,2314
استان آذربايجان شرقي,هشترود,بخش مركزي شهرستان هشترود,جليلي,1572
استان آذربايجان شرقي,هشترود,بخش مركزي شهرستان هشترود,ولايتي,845
استان آذربايجان شرقي,هشترود,بخش مركزي شهرستان هشترود,غرضي,266
استان آذربايجان شرقي,هشترود,بخش نظركهريزي,روحاني,5999
استان آذربايجان شرقي,هشترود,بخش نظركهريزي,قاليباف,1205
استان آذربايجان شرقي,هشترود,بخش نظركهريزي,رضائي ميرقائد,956
استان آذربايجان شرقي,هشترود,بخش نظركهريزي,جليلي,943
استان آذربايجان شرقي,هشترود,بخش نظركهريزي,ولايتي,435
استان آذربايجان شرقي,هشترود,بخش نظركهريزي,غرضي,76
استان آذربايجان غربي,اروميه,بخش انزل,روحاني,8568
استان آذربايجان غربي,اروميه,بخش انزل,قاليباف,1441
استان آذربايجان غربي,اروميه,بخش انزل,رضائي ميرقائد,960
استان آذربايجان غربي,اروميه,بخش انزل,جليلي,952
استان آذربايجان غربي,اروميه,بخش انزل,ولايتي,691
استان آذربايجان غربي,اروميه,بخش انزل,غرضي,112
استان آذربايجان غربي,اروميه,بخش سيلوانه,روحاني,18550
استان آذربايجان غربي,اروميه,بخش سيلوانه,رضائي ميرقائد,1365
استان آذربايجان غربي,اروميه,بخش سيلوانه,قاليباف,1322
استان آذربايجان غربي,اروميه,بخش سيلوانه,جليلي,947
استان آذربايجان غربي,اروميه,بخش سيلوانه,ولايتي,465
استان آذربايجان غربي,اروميه,بخش سيلوانه,غرضي,206
استان آذربايجان غربي,اروميه,بخش صوماي برادوست,روحاني,15000
استان آذربايجان غربي,اروميه,بخش صوماي برادوست,رضائي ميرقائد,951
استان آذربايجان غربي,اروميه,بخش صوماي برادوست,قاليباف,839
استان آذربايجان غربي,اروميه,بخش صوماي برادوست,جليلي,589
استان آذربايجان غربي,اروميه,بخش صوماي برادوست,ولايتي,230
استان آذربايجان غربي,اروميه,بخش صوماي برادوست,غرضي,83
استان آذربايجان غربي,اروميه,بخش مركزي شهرستان اروميه,روحاني,178247
استان آذربايجان غربي,اروميه,بخش مركزي شهرستان اروميه,قاليباف,42386
استان آذربايجان غربي,اروميه,بخش مركزي شهرستان اروميه,جليلي,28102
استان آذربايجان غربي,اروميه,بخش مركزي شهرستان اروميه,رضائي ميرقائد,26014
استان آذربايجان غربي,اروميه,بخش مركزي شهرستان اروميه,ولايتي,22361
استان آذربايجان غربي,اروميه,بخش مركزي شهرستان اروميه,غرضي,3824
استان آذربايجان غربي,اروميه,بخش نازلو,روحاني,14927
استان آذربايجان غربي,اروميه,بخش نازلو,قاليباف,3122
استان آذربايجان غربي,اروميه,بخش نازلو,رضائي ميرقائد,2176
استان آذربايجان غربي,اروميه,بخش نازلو,ولايتي,2006
استان آذربايجان غربي,اروميه,بخش نازلو,جليلي,1710
استان آذربايجان غربي,اروميه,بخش نازلو,غرضي,247
استان آذربايجان غربي,اشنويه,بخش مركزي شهرستان اشنويه,روحاني,19175
استان آذربايجان غربي,اشنويه,بخش مركزي شهرستان اشنويه,قاليباف,1725
استان آذربايجان غربي,اشنويه,بخش مركزي شهرستان اشنويه,ولايتي,1417
استان آذربايجان غربي,اشنويه,بخش مركزي شهرستان اشنويه,رضائي ميرقائد,1094
استان آذربايجان غربي,اشنويه,بخش مركزي شهرستان اشنويه,جليلي,1047
استان آذربايجان غربي,اشنويه,بخش مركزي شهرستان اشنويه,غرضي,219
استان آذربايجان غربي,اشنويه,بخش نالوس,روحاني,5611
استان آذربايجان غربي,اشنويه,بخش نالوس,قاليباف,555
استان آذربايجان غربي,اشنويه,بخش نالوس,رضائي ميرقائد,341
استان آذربايجان غربي,اشنويه,بخش نالوس,جليلي,337
استان آذربايجان غربي,اشنويه,بخش نالوس,ولايتي,110
استان آذربايجان غربي,اشنويه,بخش نالوس,غرضي,81
استان آذربايجان غربي,بوكان,بخش سيمينه,روحاني,7454
استان آذربايجان غربي,بوكان,بخش سيمينه,قاليباف,843
استان آذربايجان غربي,بوكان,بخش سيمينه,جليلي,664
استان آذربايجان غربي,بوكان,بخش سيمينه,رضائي ميرقائد,608
استان آذربايجان غربي,بوكان,بخش سيمينه,ولايتي,321
استان آذربايجان غربي,بوكان,بخش سيمينه,غرضي,179
استان آذربايجان غربي,بوكان,بخش مركزي شهرستان بوكان,روحاني,50705
استان آذربايجان غربي,بوكان,بخش مركزي شهرستان بوكان,قاليباف,5117
استان آذربايجان غربي,بوكان,بخش مركزي شهرستان بوكان,رضائي ميرقائد,4670
استان آذربايجان غربي,بوكان,بخش مركزي شهرستان بوكان,جليلي,2967
استان آذربايجان غربي,بوكان,بخش مركزي شهرستان بوكان,ولايتي,1724
استان آذربايجان غربي,بوكان,بخش مركزي شهرستان بوكان,غرضي,881
استان آذربايجان غربي,پلدشت,بخش ارس,روحاني,4445
استان آذربايجان غربي,پلدشت,بخش ارس,قاليباف,1086
استان آذربايجان غربي,پلدشت,بخش ارس,رضائي ميرقائد,623
استان آذربايجان غربي,پلدشت,بخش ارس,ولايتي,497
استان آذربايجان غربي,پلدشت,بخش ارس,جليلي,423
استان آذربايجان غربي,پلدشت,بخش ارس,غرضي,129
استان آذربايجان غربي,پلدشت,بخش مركزي شهرستان پلدشت,روحاني,11150
استان آذربايجان غربي,پلدشت,بخش مركزي شهرستان پلدشت,قاليباف,2320
استان آذربايجان غربي,پلدشت,بخش مركزي شهرستان پلدشت,رضائي ميرقائد,809
استان آذربايجان غربي,پلدشت,بخش مركزي شهرستان پلدشت,جليلي,622
استان آذربايجان غربي,پلدشت,بخش مركزي شهرستان پلدشت,ولايتي,450
استان آذربايجان غربي,پلدشت,بخش مركزي شهرستان پلدشت,غرضي,168
استان آذربايجان غربي,پيرانشهر,بخش لاجان,روحاني,6991
استان آذربايجان غربي,پيرانشهر,بخش لاجان,قاليباف,963
استان آذربايجان غربي,پيرانشهر,بخش لاجان,رضائي ميرقائد,620
استان آذربايجان غربي,پيرانشهر,بخش لاجان,جليلي,536
استان آذربايجان غربي,پيرانشهر,بخش لاجان,ولايتي,203
استان آذربايجان غربي,پيرانشهر,بخش لاجان,غرضي,111
استان آذربايجان غربي,پيرانشهر,بخش مركزي شهرستان پيرانشهر,روحاني,30613
استان آذربايجان غربي,پيرانشهر,بخش مركزي شهرستان پيرانشهر,قاليباف,3072
استان آذربايجان غربي,پيرانشهر,بخش مركزي شهرستان پيرانشهر,رضائي ميرقائد,2037
استان آذربايجان غربي,پيرانشهر,بخش مركزي شهرستان پيرانشهر,جليلي,1529
استان آذربايجان غربي,پيرانشهر,بخش مركزي شهرستان پيرانشهر,ولايتي,551
استان آذربايجان غربي,پيرانشهر,بخش مركزي شهرستان پيرانشهر,غرضي,398
استان آذربايجان غربي,تكاب,بخش تخت سليمان,روحاني,7582
استان آذربايجان غربي,تكاب,بخش تخت سليمان,قاليباف,2590
استان آذربايجان غربي,تكاب,بخش تخت سليمان,جليلي,1004
استان آذربايجان غربي,تكاب,بخش تخت سليمان,رضائي ميرقائد,502
استان آذربايجان غربي,تكاب,بخش تخت سليمان,ولايتي,365
استان آذربايجان غربي,تكاب,بخش تخت سليمان,غرضي,134
استان آذربايجان غربي,تكاب,بخش مركزي شهرستان تكاب,روحاني,19251
استان آذربايجان غربي,تكاب,بخش مركزي شهرستان تكاب,قاليباف,4557
استان آذربايجان غربي,تكاب,بخش مركزي شهرستان تكاب,جليلي,2570
استان آذربايجان غربي,تكاب,بخش مركزي شهرستان تكاب,رضائي ميرقائد,2026
