province,county,township,name,votes
استان گلستان,گميشان,بخش گل دشت,جليلي,445
استان گلستان,گميشان,بخش گل دشت,رضائي ميرقائد,350
استان گلستان,گميشان,بخش گل دشت,غرضي,133
استان گلستان,گميشان,بخش مركزي شهرستان گميشان,روحاني,13939
استان گلستان,گميشان,بخش مركزي شهرستان گميشان,قاليباف,1349
استان گلستان,گميشان,بخش مركزي شهرستان گميشان,ولايتي,866
استان گلستان,گميشان,بخش مركزي شهرستان گميشان,جليلي,556
استان گلستان,گميشان,بخش مركزي شهرستان گميشان,رضائي ميرقائد,390
استان گلستان,گميشان,بخش مركزي شهرستان گميشان,غرضي,202
استان گلستان,گنبد كاووس,بخش داشلي برون,روحاني,10667
استان گلستان,گنبد كاووس,بخش داشلي برون,قاليباف,1477
استان گلستان,گنبد كاووس,بخش داشلي برون,رضائي ميرقائد,635
استان گلستان,گنبد كاووس,بخش داشلي برون,ولايتي,530
استان گلستان,گنبد كاووس,بخش داشلي برون,جليلي,500
استان گلستان,گنبد كاووس,بخش داشلي برون,غرضي,172
استان گلستان,گنبد كاووس,بخش مركزي شهرستان گنبد كاووس,روحاني,95865
استان گلستان,گنبد كاووس,بخش مركزي شهرستان گنبد كاووس,قاليباف,19637
استان گلستان,گنبد كاووس,بخش مركزي شهرستان گنبد كاووس,جليلي,9682
استان گلستان,گنبد كاووس,بخش مركزي شهرستان گنبد كاووس,ولايتي,8019
استان گلستان,گنبد كاووس,بخش مركزي شهرستان گنبد كاووس,رضائي ميرقائد,4806
استان گلستان,گنبد كاووس,بخش مركزي شهرستان گنبد كاووس,غرضي,1565
استان گلستان,مراوه تپه,بخش گلي داغ,روحاني,12122
استان گلستان,مراوه تپه,بخش گلي داغ,قاليباف,1259
استان گلستان,مراوه تپه,بخش گلي داغ,جليلي,475
استان گلستان,مراوه تپه,بخش گلي داغ,رضائي ميرقائد,259
استان گلستان,مراوه تپه,بخش گلي داغ,ولايتي,228
استان گلستان,مراوه تپه,بخش گلي داغ,غرضي,109
استان گلستان,مراوه تپه,بخش مركزي شهرستان مراوه تپه,روحاني,12828
استان گلستان,مراوه تپه,بخش مركزي شهرستان مراوه تپه,قاليباف,1046
استان گلستان,مراوه تپه,بخش مركزي شهرستان مراوه تپه,رضائي ميرقائد,505
استان گلستان,مراوه تپه,بخش مركزي شهرستان مراوه تپه,ولايتي,391
استان گلستان,مراوه تپه,بخش مركزي شهرستان مراوه تپه,جليلي,372
استان گلستان,مراوه تپه,بخش مركزي شهرستان مراوه تپه,غرضي,111
استان گلستان,مينودشت,بخش كوهسارات,قاليباف,3769
استان گلستان,مينودشت,بخش كوهسارات,ولايتي,2226
استان گلستان,مينودشت,بخش كوهسارات,جليلي,1801
استان گلستان,مينودشت,بخش كوهسارات,روحاني,1047
استان گلستان,مينودشت,بخش كوهسارات,رضائي ميرقائد,645
استان گلستان,مينودشت,بخش كوهسارات,غرضي,115
استان گلستان,مينودشت,بخش مركزي شهرستان مينودشت,روحاني,13097
استان گلستان,مينودشت,بخش مركزي شهرستان مينودشت,قاليباف,11161
استان گلستان,مينودشت,بخش مركزي شهرستان مينودشت,ولايتي,4409
استان گلستان,مينودشت,بخش مركزي شهرستان مينودشت,جليلي,4241
استان گلستان,مينودشت,بخش مركزي شهرستان مينودشت,رضائي ميرقائد,2045
استان گلستان,مينودشت,بخش مركزي شهرستان مينودشت,غرضي,518
استان گيلان,آستارا,بخش لوندويل,روحاني,10965
استان گيلان,آستارا,بخش لوندويل,قاليباف,1519
استان گيلان,آستارا,بخش لوندويل,ولايتي,797
استان گيلان,آستارا,بخش لوندويل,جليلي,790
استان گيلان,آستارا,بخش لوندويل,رضائي ميرقائد,570
استان گيلان,آستارا,بخش لوندويل,غرضي,148
استان گيلان,آستارا,بخش مركزي شهرستان آستارا,روحاني,27967
استان گيلان,آستارا,بخش مركزي شهرستان آستارا,قاليباف,5384
استان گيلان,آستارا,بخش مركزي شهرستان آستارا,جليلي,2168
استان گيلان,آستارا,بخش مركزي شهرستان آستارا,ولايتي,2074
استان گيلان,آستارا,بخش مركزي شهرستان آستارا,رضائي ميرقائد,1706
استان گيلان,آستارا,بخش مركزي شهرستان آستارا,غرضي,530
استان گيلان,آستانه اشرفيه,بخش كياشهر,روحاني,12148
استان گيلان,آستانه اشرفيه,بخش كياشهر,قاليباف,3581
استان گيلان,آستانه اشرفيه,بخش كياشهر,جليلي,2133
استان گيلان,آستانه اشرفيه,بخش كياشهر,رضائي ميرقائد,1412
استان گيلان,آستانه اشرفيه,بخش كياشهر,ولايتي,1388
استان گيلان,آستانه اشرفيه,بخش كياشهر,غرضي,264
استان گيلان,آستانه اشرفيه,بخش مركزي شهرستان آستانه اشرفيه,روحاني,24006
استان گيلان,آستانه اشرفيه,بخش مركزي شهرستان آستانه اشرفيه,قاليباف,8021
استان گيلان,آستانه اشرفيه,بخش مركزي شهرستان آستانه اشرفيه,جليلي,4944
استان گيلان,آستانه اشرفيه,بخش مركزي شهرستان آستانه اشرفيه,ولايتي,3262
استان گيلان,آستانه اشرفيه,بخش مركزي شهرستان آستانه اشرفيه,رضائي ميرقائد,2784
استان گيلان,آستانه اشرفيه,بخش مركزي شهرستان آستانه اشرفيه,غرضي,590
استان گيلان,املش,بخش رانكوه,روحاني,4425
استان گيلان,املش,بخش رانكوه,قاليباف,2754
استان گيلان,املش,بخش رانكوه,جليلي,2101
استان گيلان,املش,بخش رانكوه,ولايتي,958
استان گيلان,املش,بخش رانكوه,رضائي ميرقائد,722
استان گيلان,املش,بخش رانكوه,غرضي,263
استان گيلان,املش,بخش مركزي شهرستان املش,روحاني,10908
استان گيلان,املش,بخش مركزي شهرستان املش,قاليباف,3533
استان گيلان,املش,بخش مركزي شهرستان املش,جليلي,3023
استان گيلان,املش,بخش مركزي شهرستان املش,ولايتي,1423
استان گيلان,املش,بخش مركزي شهرستان املش,رضائي ميرقائد,1178
استان گيلان,املش,بخش مركزي شهرستان املش,غرضي,406
استان گيلان,بندر انزلي,بخش مركزي شهرستان بندر انزلي,روحاني,35559
استان گيلان,بندر انزلي,بخش مركزي شهرستان بندر انزلي,قاليباف,10182
استان گيلان,بندر انزلي,بخش مركزي شهرستان بندر انزلي,جليلي,5733
استان گيلان,بندر انزلي,بخش مركزي شهرستان بندر انزلي,ولايتي,4583
استان گيلان,بندر انزلي,بخش مركزي شهرستان بندر انزلي,رضائي ميرقائد,4093
استان گيلان,بندر انزلي,بخش مركزي شهرستان بندر انزلي,غرضي,1026
استان گيلان,رشت,بخش خشكبيجار,روحاني,9840
استان گيلان,رشت,بخش خشكبيجار,قاليباف,2191
استان گيلان,رشت,بخش خشكبيجار,جليلي,1985
استان گيلان,رشت,بخش خشكبيجار,ولايتي,1289
استان گيلان,رشت,بخش خشكبيجار,رضائي ميرقائد,967
استان گيلان,رشت,بخش خشكبيجار,غرضي,195
استان گيلان,رشت,بخش خمام,روحاني,15708
استان گيلان,رشت,بخش خمام,قاليباف,4072
استان گيلان,رشت,بخش خمام,جليلي,2991
استان گيلان,رشت,بخش خمام,ولايتي,2682
استان گيلان,رشت,بخش خمام,رضائي ميرقائد,2212
استان گيلان,رشت,بخش خمام,غرضي,402
استان گيلان,رشت,بخش سنگر,روحاني,18352
استان گيلان,رشت,بخش سنگر,قاليباف,6127
استان گيلان,رشت,بخش سنگر,جليلي,5960
استان گيلان,رشت,بخش سنگر,ولايتي,2986
استان گيلان,رشت,بخش سنگر,رضائي ميرقائد,2528
استان گيلان,رشت,بخش سنگر,غرضي,657
استان گيلان,رشت,بخش كوچصفهان,روحاني,15799
استان گيلان,رشت,بخش كوچصفهان,قاليباف,5326
استان گيلان,رشت,بخش كوچصفهان,جليلي,3519
استان گيلان,رشت,بخش كوچصفهان,ولايتي,2473
استان گيلان,رشت,بخش كوچصفهان,رضائي ميرقائد,2038
استان گيلان,رشت,بخش كوچصفهان,غرضي,403
استان گيلان,رشت,بخش لشت نشاء,روحاني,12492
استان گيلان,رشت,بخش لشت نشاء,قاليباف,3487
استان گيلان,رشت,بخش لشت نشاء,جليلي,2940
استان گيلان,رشت,بخش لشت نشاء,ولايتي,1461
استان گيلان,رشت,بخش لشت نشاء,رضائي ميرقائد,1380
استان گيلان,رشت,بخش لشت نشاء,غرضي,317
استان گيلان,رشت,بخش مركزي شهرستان رشت,روحاني,153991
استان گيلان,رشت,بخش مركزي شهرستان رشت,قاليباف,33300
استان گيلان,رشت,بخش مركزي شهرستان رشت,جليلي,29767
استان گيلان,رشت,بخش مركزي شهرستان رشت,رضائي ميرقائد,18651
استان گيلان,رشت,بخش مركزي شهرستان رشت,ولايتي,16181
استان گيلان,رشت,بخش مركزي شهرستان رشت,غرضي,3748
استان گيلان,رضوانشهر,بخش پره سر,روحاني,15111
استان گيلان,رضوانشهر,بخش پره سر,قاليباف,2274
استان گيلان,رضوانشهر,بخش پره سر,جليلي,1043
استان گيلان,رضوانشهر,بخش پره سر,ولايتي,687
استان گيلان,رضوانشهر,بخش پره سر,رضائي ميرقائد,635
استان گيلان,رضوانشهر,بخش پره سر,غرضي,166
استان گيلان,رضوانشهر,بخش مركزي شهرستان رضوانشهر,روحاني,17596
استان گيلان,رضوانشهر,بخش مركزي شهرستان رضوانشهر,قاليباف,2909
استان گيلان,رضوانشهر,بخش مركزي شهرستان رضوانشهر,جليلي,1487
استان گيلان,رضوانشهر,بخش مركزي شهرستان رضوانشهر,ولايتي,1077
استان گيلان,رضوانشهر,بخش مركزي شهرستان رضوانشهر,رضائي ميرقائد,803
استان گيلان,رضوانشهر,بخش مركزي شهرستان رضوانشهر,غرضي,195
استان گيلان,رودبار,بخش خورگام,روحاني,4167
استان گيلان,رودبار,بخش خورگام,قاليباف,1478
استان گيلان,رودبار,بخش خورگام,جليلي,976
استان گيلان,رودبار,بخش خورگام,رضائي ميرقائد,582
استان گيلان,رودبار,بخش خورگام,ولايتي,357
استان گيلان,رودبار,بخش خورگام,غرضي,108
استان گيلان,رودبار,بخش رحمت آبادو بلوكات,روحاني,7300
استان گيلان,رودبار,بخش رحمت آبادو بلوكات,قاليباف,2423
استان گيلان,رودبار,بخش رحمت آبادو بلوكات,جليلي,1283
استان گيلان,رودبار,بخش رحمت آبادو بلوكات,رضائي ميرقائد,717
استان گيلان,رودبار,بخش رحمت آبادو بلوكات,ولايتي,597
استان گيلان,رودبار,بخش رحمت آبادو بلوكات,غرضي,155
استان گيلان,رودبار,بخش عمارلو,روحاني,2915
استان گيلان,رودبار,بخش عمارلو,قاليباف,1081
استان گيلان,رودبار,بخش عمارلو,جليلي,967
استان گيلان,رودبار,بخش عمارلو,ولايتي,418
استان گيلان,رودبار,بخش عمارلو,رضائي ميرقائد,323
استان گيلان,رودبار,بخش عمارلو,غرضي,78
استان گيلان,رودبار,بخش مركزي شهرستان رودبار,روحاني,26047
استان گيلان,رودبار,بخش مركزي شهرستان رودبار,قاليباف,5699
استان گيلان,رودبار,بخش مركزي شهرستان رودبار,جليلي,4196
استان گيلان,رودبار,بخش مركزي شهرستان رودبار,رضائي ميرقائد,2478
استان گيلان,رودبار,بخش مركزي شهرستان رودبار,ولايتي,2301
استان گيلان,رودبار,بخش مركزي شهرستان رودبار,غرضي,602
استان گيلان,رودسر,بخش چابكسر,روحاني,10699
استان گيلان,رودسر,بخش چابكسر,قاليباف,2661
استان گيلان,رودسر,بخش چابكسر,جليلي,1861
استان گيلان,رودسر,بخش چابكسر,رضائي ميرقائد,1063
استان گيلان,رودسر,بخش چابكسر,ولايتي,732
استان گيلان,رودسر,بخش چابكسر,غرضي,200
استان گيلان,رودسر,بخش رحيم آباد,روحاني,11473
استان گيلان,رودسر,بخش رحيم آباد,قاليباف,4622
استان گيلان,رودسر,بخش رحيم آباد,جليلي,2803
استان گيلان,رودسر,بخش رحيم آباد,رضائي ميرقائد,1244
استان گيلان,رودسر,بخش رحيم آباد,ولايتي,870
استان گيلان,رودسر,بخش رحيم آباد,غرضي,292
استان گيلان,رودسر,بخش كلاچاي,روحاني,12847
استان گيلان,رودسر,بخش كلاچاي,قاليباف,3684
استان گيلان,رودسر,بخش كلاچاي,جليلي,2135
استان گيلان,رودسر,بخش كلاچاي,رضائي ميرقائد,1454
استان گيلان,رودسر,بخش كلاچاي,ولايتي,1040
استان گيلان,رودسر,بخش كلاچاي,غرضي,361
استان گيلان,رودسر,بخش مركزي شهرستان رودسر,روحاني,17057
استان گيلان,رودسر,بخش مركزي شهرستان رودسر,قاليباف,6741
استان گيلان,رودسر,بخش مركزي شهرستان رودسر,جليلي,4578
استان گيلان,رودسر,بخش مركزي شهرستان رودسر,ولايتي,2676
استان گيلان,رودسر,بخش مركزي شهرستان رودسر,رضائي ميرقائد,2056
استان گيلان,رودسر,بخش مركزي شهرستان رودسر,غرضي,600
استان گيلان,سياهكل,بخش ديلمان,روحاني,3970
استان گيلان,سياهكل,بخش ديلمان,قاليباف,2478
استان گيلان,سياهكل,بخش ديلمان,جليلي,1317
استان گيلان,سياهكل,بخش ديلمان,رضائي ميرقائد,789
استان گيلان,سياهكل,بخش ديلمان,ولايتي,424
استان گيلان,سياهكل,بخش ديلمان,غرضي,132
استان گيلان,سياهكل,بخش مركزي شهرستان سياهكل,روحاني,12239
استان گيلان,سياهكل,بخش مركزي شهرستان سياهكل,قاليباف,5402
استان گيلان,سياهكل,بخش مركزي شهرستان سياهكل,جليلي,3134
استان گيلان,سياهكل,بخش مركزي شهرستان سياهكل,رضائي ميرقائد,1705
استان گيلان,سياهكل,بخش مركزي شهرستان سياهكل,ولايتي,1332
استان گيلان,سياهكل,بخش مركزي شهرستان سياهكل,غرضي,392
استان گيلان,شفت,بخش احمد سر گوراب,روحاني,9778
استان گيلان,شفت,بخش احمد سر گوراب,قاليباف,2394
استان گيلان,شفت,بخش احمد سر گوراب,جليلي,1712
استان گيلان,شفت,بخش احمد سر گوراب,رضائي ميرقائد,1178
استان گيلان,شفت,بخش احمد سر گوراب,ولايتي,510
استان گيلان,شفت,بخش احمد سر گوراب,غرضي,135
استان گيلان,شفت,بخش مركزي شهرستان شفت,روحاني,12884
استان گيلان,شفت,بخش مركزي شهرستان شفت,قاليباف,3379
استان گيلان,شفت,بخش مركزي شهرستان شفت,جليلي,3011
استان گيلان,شفت,بخش مركزي شهرستان شفت,رضائي ميرقائد,1753
استان گيلان,شفت,بخش مركزي شهرستان شفت,ولايتي,1478
استان گيلان,شفت,بخش مركزي شهرستان شفت,غرضي,307
استان گيلان,صومعه سرا,بخش تولم,روحاني,9762
استان گيلان,صومعه سرا,بخش تولم,قاليباف,2808
استان گيلان,صومعه سرا,بخش تولم,جليلي,2111
استان گيلان,صومعه سرا,بخش تولم,ولايتي,1158
استان گيلان,صومعه سرا,بخش تولم,رضائي ميرقائد,1115
استان گيلان,صومعه سرا,بخش تولم,غرضي,192
استان گيلان,صومعه سرا,بخش مركزي شهرستان صومعه سرا,روحاني,25289
استان گيلان,صومعه سرا,بخش مركزي شهرستان صومعه سرا,قاليباف,6113
استان گيلان,صومعه سرا,بخش مركزي شهرستان صومعه سرا,جليلي,5141
استان گيلان,صومعه سرا,بخش مركزي شهرستان صومعه سرا,ولايتي,2765
استان گيلان,صومعه سرا,بخش مركزي شهرستان صومعه سرا,رضائي ميرقائد,2584
استان گيلان,صومعه سرا,بخش مركزي شهرستان صومعه سرا,غرضي,468
استان گيلان,صومعه سرا,بخش ميرزاكوچك جنگلي,روحاني,10394
استان گيلان,صومعه سرا,بخش ميرزاكوچك جنگلي,قاليباف,2652
استان گيلان,صومعه سرا,بخش ميرزاكوچك جنگلي,جليلي,2431
استان گيلان,صومعه سرا,بخش ميرزاكوچك جنگلي,رضائي ميرقائد,1181
استان گيلان,صومعه سرا,بخش ميرزاكوچك جنگلي,ولايتي,722
استان گيلان,صومعه سرا,بخش ميرزاكوچك جنگلي,غرضي,215
استان گيلان,طوالش,بخش اسالم,روحاني,19224
استان گيلان,طوالش,بخش اسالم,قاليباف,2360
استان گيلان,طوالش,بخش اسالم,جليلي,1260
استان گيلان,طوالش,بخش اسالم,ولايتي,844
استان گيلان,طوالش,بخش اسالم,رضائي ميرقائد,700
استان گيلان,طوالش,بخش اسالم,غرضي,243
استان گيلان,طوالش,بخش حويق,روحاني,10327
استان گيلان,طوالش,بخش حويق,قاليباف,3082
استان گيلان,طوالش,بخش حويق,جليلي,1889
استان گيلان,طوالش,بخش حويق,ولايتي,1760
استان گيلان,طوالش,بخش حويق,رضائي ميرقائد,1069
استان گيلان,طوالش,بخش حويق,غرضي,176
استان گيلان,طوالش,بخش كرگان رود,روحاني,9812
استان گيلان,طوالش,بخش كرگان رود,قاليباف,3008
استان گيلان,طوالش,بخش كرگان رود,جليلي,1632
استان گيلان,طوالش,بخش كرگان رود,ولايتي,1296
استان گيلان,طوالش,بخش كرگان رود,رضائي ميرقائد,1095
استان گيلان,طوالش,بخش كرگان رود,غرضي,197
استان گيلان,طوالش,بخش مركزي شهرستان طوالش,روحاني,37345
استان گيلان,طوالش,بخش مركزي شهرستان طوالش,قاليباف,6939
استان گيلان,طوالش,بخش مركزي شهرستان طوالش,جليلي,3913
استان گيلان,طوالش,بخش مركزي شهرستان طوالش,ولايتي,3765
استان گيلان,طوالش,بخش مركزي شهرستان طوالش,رضائي ميرقائد,2141
استان گيلان,طوالش,بخش مركزي شهرستان طوالش,غرضي,599
استان گيلان,فومن,بخش سردار جنگل,روحاني,7489
استان گيلان,فومن,بخش سردار جنگل,قاليباف,1553
استان گيلان,فومن,بخش سردار جنگل,جليلي,796
استان گيلان,فومن,بخش سردار جنگل,رضائي ميرقائد,474
استان گيلان,فومن,بخش سردار جنگل,ولايتي,386
استان گيلان,فومن,بخش سردار جنگل,غرضي,89
استان گيلان,فومن,بخش مركزي شهرستان فومن,روحاني,28862
استان گيلان,فومن,بخش مركزي شهرستان فومن,قاليباف,8792
استان گيلان,فومن,بخش مركزي شهرستان فومن,جليلي,6139
استان گيلان,فومن,بخش مركزي شهرستان فومن,رضائي ميرقائد,2928
استان گيلان,فومن,بخش مركزي شهرستان فومن,ولايتي,2517
استان گيلان,فومن,بخش مركزي شهرستان فومن,غرضي,560
استان گيلان,لاهيجان,بخش رودبنه,روحاني,11286
استان گيلان,لاهيجان,بخش رودبنه,قاليباف,4715
استان گيلان,لاهيجان,بخش رودبنه,جليلي,2806
استان گيلان,لاهيجان,بخش رودبنه,رضائي ميرقائد,2504
استان گيلان,لاهيجان,بخش رودبنه,ولايتي,1781
استان گيلان,لاهيجان,بخش رودبنه,غرضي,289
استان گيلان,لاهيجان,بخش مركزي شهرستان لاهيجان,روحاني,40887
استان گيلان,لاهيجان,بخش مركزي شهرستان لاهيجان,قاليباف,14413
استان گيلان,لاهيجان,بخش مركزي شهرستان لاهيجان,جليلي,8079
استان گيلان,لاهيجان,بخش مركزي شهرستان لاهيجان,رضائي ميرقائد,5759
استان گيلان,لاهيجان,بخش مركزي شهرستان لاهيجان,ولايتي,4177
استان گيلان,لاهيجان,بخش مركزي شهرستان لاهيجان,غرضي,1149
استان گيلان,لنگرود,بخش اطاقور,روحاني,4339
استان گيلان,لنگرود,بخش اطاقور,قاليباف,2082
استان گيلان,لنگرود,بخش اطاقور,جليلي,1380
استان گيلان,لنگرود,بخش اطاقور,رضائي ميرقائد,943
استان گيلان,لنگرود,بخش اطاقور,ولايتي,488
استان گيلان,لنگرود,بخش اطاقور,غرضي,214
استان گيلان,لنگرود,بخش كومله,روحاني,5051
استان گيلان,لنگرود,بخش كومله,قاليباف,2604
استان گيلان,لنگرود,بخش كومله,جليلي,1815
استان گيلان,لنگرود,بخش كومله,ولايتي,1036
استان گيلان,لنگرود,بخش كومله,رضائي ميرقائد,937
استان گيلان,لنگرود,بخش كومله,غرضي,277
استان گيلان,لنگرود,بخش مركزي شهرستان لنگرود,روحاني,28914
استان گيلان,لنگرود,بخش مركزي شهرستان لنگرود,قاليباف,10612
استان گيلان,لنگرود,بخش مركزي شهرستان لنگرود,جليلي,8007
استان گيلان,لنگرود,بخش مركزي شهرستان لنگرود,رضائي ميرقائد,4836
استان گيلان,لنگرود,بخش مركزي شهرستان لنگرود,ولايتي,4704
استان گيلان,لنگرود,بخش مركزي شهرستان لنگرود,غرضي,925
استان گيلان,ماسال,بخش شاندرمن,روحاني,7841
استان گيلان,ماسال,بخش شاندرمن,قاليباف,2406
استان گيلان,ماسال,بخش شاندرمن,جليلي,1803
استان گيلان,ماسال,بخش شاندرمن,ولايتي,930
استان گيلان,ماسال,بخش شاندرمن,رضائي ميرقائد,651
استان گيلان,ماسال,بخش شاندرمن,غرضي,137
استان گيلان,ماسال,بخش مركزي شهرستان ماسال,روحاني,11724
استان گيلان,ماسال,بخش مركزي شهرستان ماسال,قاليباف,2583
استان گيلان,ماسال,بخش مركزي شهرستان ماسال,جليلي,2117
استان گيلان,ماسال,بخش مركزي شهرستان ماسال,رضائي ميرقائد,985
استان گيلان,ماسال,بخش مركزي شهرستان ماسال,ولايتي,771
استان گيلان,ماسال,بخش مركزي شهرستان ماسال,غرضي,114
استان لرستان,ازنا,بخش جاپلق,روحاني,2414
استان لرستان,ازنا,بخش جاپلق,جليلي,1324
استان لرستان,ازنا,بخش جاپلق,رضائي ميرقائد,1244
استان لرستان,ازنا,بخش جاپلق,قاليباف,960
استان لرستان,ازنا,بخش جاپلق,ولايتي,751
استان لرستان,ازنا,بخش جاپلق,غرضي,91
استان لرستان,ازنا,بخش مركزي شهرستان ازنا,روحاني,15150
استان لرستان,ازنا,بخش مركزي شهرستان ازنا,رضائي ميرقائد,12300
استان لرستان,ازنا,بخش مركزي شهرستان ازنا,جليلي,3567
استان لرستان,ازنا,بخش مركزي شهرستان ازنا,قاليباف,3051
استان لرستان,ازنا,بخش مركزي شهرستان ازنا,ولايتي,1240
استان لرستان,ازنا,بخش مركزي شهرستان ازنا,غرضي,298
استان لرستان,اليگودرز,بخش بربرودشرقي,رضائي ميرقائد,3676
استان لرستان,اليگودرز,بخش بربرودشرقي,روحاني,1075
استان لرستان,اليگودرز,بخش بربرودشرقي,جليلي,562
استان لرستان,اليگودرز,بخش بربرودشرقي,قاليباف,436
استان لرستان,اليگودرز,بخش بربرودشرقي,ولايتي,296
استان لرستان,اليگودرز,بخش بربرودشرقي,غرضي,33
استان لرستان,اليگودرز,بخش بربرودغربي,رضائي ميرقائد,5024
استان لرستان,اليگودرز,بخش بربرودغربي,روحاني,260
استان لرستان,اليگودرز,بخش بربرودغربي,جليلي,98
استان لرستان,اليگودرز,بخش بربرودغربي,ولايتي,70
استان لرستان,اليگودرز,بخش بربرودغربي,قاليباف,68
استان لرستان,اليگودرز,بخش بربرودغربي,غرضي,5
استان لرستان,اليگودرز,بخش بشارت,رضائي ميرقائد,4506
استان لرستان,اليگودرز,بخش بشارت,روحاني,216
استان لرستان,اليگودرز,بخش بشارت,قاليباف,91
استان لرستان,اليگودرز,بخش بشارت,جليلي,55
استان لرستان,اليگودرز,بخش بشارت,ولايتي,35
استان لرستان,اليگودرز,بخش بشارت,غرضي,6
استان لرستان,اليگودرز,بخش ززوماهرو,رضائي ميرقائد,5676
استان لرستان,اليگودرز,بخش ززوماهرو,روحاني,161
استان لرستان,اليگودرز,بخش ززوماهرو,جليلي,64
استان لرستان,اليگودرز,بخش ززوماهرو,ولايتي,44
استان لرستان,اليگودرز,بخش ززوماهرو,قاليباف,31
استان لرستان,اليگودرز,بخش ززوماهرو,غرضي,2
استان لرستان,اليگودرز,بخش مركزي شهرستان اليگودرز,رضائي ميرقائد,30723
استان لرستان,اليگودرز,بخش مركزي شهرستان اليگودرز,روحاني,14432
استان لرستان,اليگودرز,بخش مركزي شهرستان اليگودرز,جليلي,3039
استان لرستان,اليگودرز,بخش مركزي شهرستان اليگودرز,قاليباف,2678
استان لرستان,اليگودرز,بخش مركزي شهرستان اليگودرز,ولايتي,1403
استان لرستان,اليگودرز,بخش مركزي شهرستان اليگودرز,غرضي,251
استان لرستان,بروجرد,بخش اشترينان,روحاني,5744
استان لرستان,بروجرد,بخش اشترينان,قاليباف,2946
استان لرستان,بروجرد,بخش اشترينان,رضائي ميرقائد,2277
استان لرستان,بروجرد,بخش اشترينان,جليلي,2103
استان لرستان,بروجرد,بخش اشترينان,ولايتي,1946
استان لرستان,بروجرد,بخش اشترينان,غرضي,224
استان لرستان,بروجرد,بخش مركزي شهرستان بروجرد,روحاني,64247
استان لرستان,بروجرد,بخش مركزي شهرستان بروجرد,قاليباف,23650
استان لرستان,بروجرد,بخش مركزي شهرستان بروجرد,رضائي ميرقائد,17976
استان لرستان,بروجرد,بخش مركزي شهرستان بروجرد,جليلي,17441
استان لرستان,بروجرد,بخش مركزي شهرستان بروجرد,ولايتي,9214
استان لرستان,بروجرد,بخش مركزي شهرستان بروجرد,غرضي,1701
استان لرستان,پلدختر,بخش مركز ي,روحاني,13530
استان لرستان,پلدختر,بخش مركز ي,رضائي ميرقائد,10847
استان لرستان,پلدختر,بخش مركز ي,قاليباف,2574
استان لرستان,پلدختر,بخش مركز ي,جليلي,1708
استان لرستان,پلدختر,بخش مركز ي,ولايتي,1435
استان لرستان,پلدختر,بخش مركز ي,غرضي,186
استان لرستان,پلدختر,بخش معمولان,روحاني,6039
استان لرستان,پلدختر,بخش معمولان,رضائي ميرقائد,3313
استان لرستان,پلدختر,بخش معمولان,قاليباف,991
استان لرستان,پلدختر,بخش معمولان,ولايتي,553
استان لرستان,پلدختر,بخش معمولان,جليلي,429
استان لرستان,پلدختر,بخش معمولان,غرضي,81
استان لرستان,خرم آباد,بخش بيرانوند,روحاني,3799
استان لرستان,خرم آباد,بخش بيرانوند,رضائي ميرقائد,1808
استان لرستان,خرم آباد,بخش بيرانوند,قاليباف,1190
استان لرستان,خرم آباد,بخش بيرانوند,جليلي,481
استان لرستان,خرم آباد,بخش بيرانوند,ولايتي,287
استان لرستان,خرم آباد,بخش بيرانوند,غرضي,46
استان لرستان,خرم آباد,بخش پاپي,رضائي ميرقائد,5291
استان لرستان,خرم آباد,بخش پاپي,روحاني,1900
استان لرستان,خرم آباد,بخش پاپي,ولايتي,610
استان لرستان,خرم آباد,بخش پاپي,قاليباف,469
استان لرستان,خرم آباد,بخش پاپي,جليلي,241
استان لرستان,خرم آباد,بخش پاپي,غرضي,14
استان لرستان,خرم آباد,بخش زاغه,روحاني,4948
استان لرستان,خرم آباد,بخش زاغه,رضائي ميرقائد,2842
استان لرستان,خرم آباد,بخش زاغه,قاليباف,929
استان لرستان,خرم آباد,بخش زاغه,جليلي,487
استان لرستان,خرم آباد,بخش زاغه,ولايتي,447
استان لرستان,خرم آباد,بخش زاغه,غرضي,65
استان لرستان,خرم آباد,بخش مركزي شهرستان خرم آباد,روحاني,105314
استان لرستان,خرم آباد,بخش مركزي شهرستان خرم آباد,رضائي ميرقائد,53932
استان لرستان,خرم آباد,بخش مركزي شهرستان خرم آباد,قاليباف,23616
استان لرستان,خرم آباد,بخش مركزي شهرستان خرم آباد,جليلي,12943
استان لرستان,خرم آباد,بخش مركزي شهرستان خرم آباد,ولايتي,9683
استان لرستان,خرم آباد,بخش مركزي شهرستان خرم آباد,غرضي,1554
استان لرستان,دلفان,بخش كاكاوند,روحاني,4304
استان لرستان,دلفان,بخش كاكاوند,رضائي ميرقائد,1258
استان لرستان,دلفان,بخش كاكاوند,قاليباف,783
استان لرستان,دلفان,بخش كاكاوند,جليلي,366
استان لرستان,دلفان,بخش كاكاوند,ولايتي,323
استان لرستان,دلفان,بخش كاكاوند,غرضي,30
استان لرستان,دلفان,بخش مركزي شهرستان دلفان,روحاني,38668
استان لرستان,دلفان,بخش مركزي شهرستان دلفان,رضائي ميرقائد,9308
استان لرستان,دلفان,بخش مركزي شهرستان دلفان,جليلي,6090
